location_id,city,postal_code,country,address,confirmed
vOKxRkmoY4oh7FERZ,Bourg-Beaudouin,27380,FR,"27380 Bourg-Beaudouin, France",true
OelG04sCubCEPWUV5,La Courneuve,93120,FR,"139 Rue Rateau, 93120 La Courneuve, France",true
1U0tZTNAhF6wZu26g,Paris,75009,FR,"64 Bd Haussmann, 75009 Paris, France",true
6vSjTUfGfLGI7mZ8T,Gennevilliers,92230,FR,"21 Rte Principale du Port, 92230 Gennevilliers, France",true
ZRTA6udIDvos40NSX,Boulogne-Billancourt,92100,FR,"71 Rue du Château, 92100 Boulogne-Billancourt, France",true
i0lCRQFF0ED3QbxXK,Clichy,92110,FR,"5 Rue du 8 Mai 1945, 92110 Clichy, France",true
hYKkddtbVIL3ym88M,Carrières-sous-Poissy,78955,FR,"Rte d'Andrésy, 78955 Carrières-sous-Poissy, France",true
1MtVDOWnlECp8J0IJ,Paris,75004,FR,"52 Rue de Rivoli, 75004 Paris, France",true
eHAUk8VUbwQcQsrI8,Le Chesnay-Rocquencourt,78150,FR,"2 Av. Charles de Gaulle, 78150 Le Chesnay-Rocquencourt, France",true
AHReHLv790LUrMCPP,Nantes,44000,FR,"2-20 Rue de la Marne, 44000 Nantes, France",true
ExX8MwdXo1yRsmITq,Collégien,77090,FR,"Rue du Général de Gaulle, 77090 Collégien, France",true
sEBCmkNVovSBeC9cj,Paris,75004,FR,"BHV, 52 Rue de Rivoli, 75004 Paris, France",true
PKxDN1BoMbARBqrqH,Paris,75009,FR,"104 Rue de Provence, 75009 Paris, France",true
7HV1LUPrCJp1TMGyb,Paris,75008,FR,"16 Rue Vernet, 75008 Paris, France",true
f2OT0mY4ttXwnVpQ7,Paris,75004,FR,"52 Rue de Rivoli, 75004 Paris, France",true
rppTob7NZsrkRCLhQ,Paris,75009,FR,"50 Bd Haussmann, 75009 Paris, France",true
IbV9IgwYbbrhF8P8G,Dijon,21000,FR,"41-49 Rue de la Liberté, 21000 Dijon, France",true
iJWM33YjLSvWwEDWW,Saint-Ouen,93400,FR,"93400 Saint-Ouen, France",true
ObH6URPfKf0KbHCml,Paris,75009,FR,"6 Rue Auber, 75009 Paris, France",true
cfWYrQ7XwleHiHkoy,Strasbourg,67200,FR,"55 Rue du Marché Gare, 67200 Strasbourg, France",true
En5isAUnB05iQAUZS,Dammarie-les-Lys,77190,FR,"350 Av. André Ampère, 77190 Dammarie-les-Lys, France",true
SVAj3qwhp1eAFsfw1,Cormeilles-en-Parisis,95240,FR,"14 Rue Georges Méliès, 95240 Cormeilles-en-Parisis, France",true
KFwTPj7ZTC6M9xvK6,Lyon,69003,FR,"133 Rue Servient, 69003 Lyon, France",true
L3Ib0e9QshCLL06qY,Paris,75006,FR,"20 Rue du Vieux Colombier, 75006 Paris, France",true
ld8pcKRmcKxQLtABo,Rosny-sous-Bois,93110,FR,"2 Av. du Général de Gaulle, 93110 Rosny-sous-Bois, France",true
M6J4xKNeWBJdpLnBV,Rosny-sous-Bois,93117,FR,"Av. du Général de Gaulle, 93117 Rosny-sous-Bois, France",true
xOfKflLuaGDDAxdD4,Roppenheim,67480,FR,"1 Rte de l'Europe, 67480 Roppenheim, France",true
Wa2umR2PO986BBbh1,Paris,75011,FR,"33 Av. de la République, 75011 Paris, France",true
iBjuJwWDxGr24wm30,Paris,75009,FR,"64 Bd Haussmann, 75009 Paris, France",true
vGsIZ8AgSZ0VDkNEj,Paris,,FR,"Rue Saint-Denis, Paris, France",true
ECDbTCHREa63t2Z7L,Bordeaux,33000,FR,"12-14 Rue de la Prte Dijeaux, 33000 Bordeaux, France",true
02fBhs56isE5Q1Bnx,Paris,75013,FR,"28 Av. d'Italie, 75013 Paris, France",true
oPa93cFHhjCd7VwNL,Paris,75013,FR,"23 Av. d'Italie, 75013 Paris, France",true
xtvG6d6gBAd6xrVGv,Clichy,92110,FR,"48 Rue Médéric, 92110 Clichy, France",true
7khRNPSFjcN5wxpaV,Bordeaux,33000,FR,"40 Cr de l'Intendance, 33000 Bordeaux, France",true
JrmuQFq99gJSJ8VvS,Paris,75009,FR,"16 Rue Pierre Fontaine, 75009 Paris, France",true
gc6HdosKSFwlNDdFu,Hyères,83400,FR,"4337 Rte de Giens, 83400 Hyères, France",true
VtidKP5DCLONXuTSn,Paris,75005,FR,"13 Rue Santeuil, 75005 Paris, France",true
QyP7C9OCGjnkhHD5q,Paris,75008,FR,"64 Bd Haussmann, 75008 Paris, France",true
7yhSeIXLa5xK4kGUD,Paris,75018,FR,"35 Bd Ney, 75018 Paris, France",true
vD9gptyvVZAyTSq1F,Avignon,,FR,"Av. de la Croix Rouge, Avignon, France",true
Knm8Xu6ky1c5SVSCM,Toulouse,31000,FR,"8 Rue Lapeyrouse 4, 31000 Toulouse, France",true
d1YC8yVxI6Oee8GlJ,Créteil,94000,FR,"Centre Commercial Régional Créteil-Soleil, 94000 Créteil, France",true
jfGxIyMqW4mpuiGEj,Le Bourget,93350,FR,"53 Av. Jean Jaurès, 93350 Le Bourget, France",true
tPo2eHlpHLiVVsIMR,Paris,75010,FR,"128 Rue du Faubourg Saint-Martin, 75010 Paris, France",true
4rbnHmFWXRM9UVIgm,Paris,75008,FR,"128 Rue du Faubourg Saint-Honoré, 75008 Paris, France",true
XPLuy520ADAjPtuEN,Pantin,93500,FR,"Av. du Général Leclerc, 93500 Pantin, France",true
FqRVdqoyh0dUkqlV5,Paris,75013,FR,"Pl. de Vénétie, 75013 Paris, France",true
wB9ZxGfYODJxsfLrK,Paris,75010,FR,"9 Rue Léon Jouhaux, 75010 Paris, France",true
MFZkUvq6JFdKBikDe,Sainte-Geneviève-des-Bois,91700,FR,"Zac De La Croix Blanche, 20-22 Av. de la Croix Blanche, 91700 Sainte-Geneviève-des-Bois, France",true
5cxV7Sp60LkJqqqAO,Bordeaux,33300,FR,"170 Cr du Médoc, 33300 Bordeaux, France",true
bcpGjyIWbwsLNu53d,Orly,94310,FR,"3 Rue des 15 Arpents, 94310 Orly, France",true
CDDSlsRcpxsBfIi7P,Saint-Laurent-du-Var,06700,FR,"Av. Eugène Donadeï, 06700 Saint-Laurent-du-Var, France",true
Tr1hI6e9XtJ8MgiXb,Saint-Ouen,93400,FR,"29 Rue du Dr Babinski, 93400 Saint-Ouen, France",true
O2RcZVmd5vRfVGcah,Faches-Thumesnil,59155,FR,"Rue de l'Égalité, 59155 Faches-Thumesnil, France",true
RbrV5gx3IlPrU02Rt,Savigny-sur-Orge,91600,FR,"18 Rue de Morsang, 91600 Savigny-sur-Orge, France",true
u0KYqGA4CB9P1J6RC,Nantes,44000,FR,"16/18 Rue d'Orléans, 44000 Nantes, France",true
GitkSdBTwFDWeiYpb,Paris,77127,FR,"3 All. du Préambule, 77127 Paris, France",true
OSfSFYu3qEUdlwgUG,Lille,59000,FR,"45 Rue Nationale 39, 59000 Lille, France",true
Q44UYtwiwkkqW4vub,Paris,75018,FR,"23 Av. Junot Pavillon D, 75018 Paris, France",true
jt5ABf5vmRVow4H62,Bron,69500,FR,"209 Bd Pinel, 69500 Bron, France",true
XN7aXUjASEUbGy0v3,Massy,91300,FR,"16 Mail Atlantis, 91300 Massy, France",true
,,,,,
